[2022-02-13 23:16:45,229] INFO [setUpClass testcase_07_selectOrder.py 14] selectOrder接口用例页开始
[2022-02-13 23:16:45,277] INFO [TestCase_Log testcase_log.py 9] 测试用例：selectOrder_para_nomal
[2022-02-13 23:16:45,277] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/indentSelect.action
[2022-02-13 23:16:45,277] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"id":"1","gotoPage":"0"}
[2022-02-13 23:16:45,277] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"ok"}
[2022-02-13 23:16:45,277] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":null,"gotoPage":0,"id":0,"list":[{"GAmount":30.0,"GId":10,"GName":"大米","GNum":10,"GPrice":3.0,"OAddr":"广州市天河区","OState":"已发货","OTime":"2016-03-20T00:00:00","account":"zhangsan","id":1}],"msg":"","pageCount":12,"pageIndex":1,"result":"ok","totalCount":3,"totalPage":1}
[2022-02-13 23:16:45,277] INFO [not_change_db_assert caseAssert.py 63] 测试结果为Pass
[2022-02-13 23:16:45,375] INFO [TestCase_Log testcase_log.py 9] 测试用例：selectOrder_para_mix
[2022-02-13 23:16:45,376] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/indentSelect.action
[2022-02-13 23:16:45,376] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"id":"1","gotoPage":"0","totalPage":1}
[2022-02-13 23:16:45,376] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"ok"}
[2022-02-13 23:16:45,376] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":null,"gotoPage":0,"id":0,"list":[{"GAmount":30.0,"GId":10,"GName":"大米","GNum":10,"GPrice":3.0,"OAddr":"广州市天河区","OState":"已发货","OTime":"2016-03-20T00:00:00","account":"zhangsan","id":1}],"msg":"","pageCount":12,"pageIndex":1,"result":"ok","totalCount":3,"totalPage":1}
[2022-02-13 23:16:45,376] INFO [not_change_db_assert caseAssert.py 63] 测试结果为Pass
[2022-02-13 23:16:45,460] INFO [TestCase_Log testcase_log.py 9] 测试用例：selectOrder_para_opposite
[2022-02-13 23:16:45,461] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/indentSelect.action
[2022-02-13 23:16:45,461] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"gotoPage":"0"}
[2022-02-13 23:16:45,461] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-13 23:16:45,461] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":null,"gotoPage":0,"id":0,"list":[{"GAmount":23.0,"GId":8,"GName":"猪肉","GNum":1,"GPrice":23.0,"OAddr":"深圳市宝安区中南花园","OState":"已付款","OTime":"2022-02-10T00:00:00","account":"admin","id":46},{"GAmount":12.0,"GId":10,"GName":"大米","GNum":4,"GPrice":3.0,"OAddr":"深圳市南山区麒麟花园","OState":"订单已完成","OTime":"2016-03-22T00:00:00","account":"admin","id":2},{"GAmount":30.0,"GId":10,"GName":"大米","GNum":10,"GPrice":3.0,"OAddr":"广州市天河区","OState":"已发货","OTime":"2016-03-20T00:00:00","account":"zhangsan","id":1}],"msg":"","pageCount":12,"pageIndex":1,"result":"ok","totalCount":3,"totalPage":1}
[2022-02-13 23:16:45,462] INFO [not_change_db_assert caseAssert.py 63] 测试结果为Pass
[2022-02-13 23:16:45,551] INFO [TestCase_Log testcase_log.py 9] 测试用例：selectOrder_business_logic
[2022-02-13 23:16:45,552] INFO [TestCase_Log testcase_log.py 10] Url：http://192.168.107.135:80/freshO2O/indentSelect.action
[2022-02-13 23:16:45,552] INFO [TestCase_Log testcase_log.py 11] 请求参数：{"id":"1","gotoPage":"0","gotoPage":"-1"}
[2022-02-13 23:16:45,552] INFO [TestCase_Log testcase_log.py 12] 期望结果：{"result":"fail"}
[2022-02-13 23:16:45,552] INFO [TestCase_Log testcase_log.py 13] 实际结果：{"account":null,"gotoPage":-1,"id":0,"list":[{"GAmount":30.0,"GId":10,"GName":"大米","GNum":10,"GPrice":3.0,"OAddr":"广州市天河区","OState":"已发货","OTime":"2016-03-20T00:00:00","account":"zhangsan","id":1}],"msg":"","pageCount":12,"pageIndex":1,"result":"ok","totalCount":3,"totalPage":1}
[2022-02-13 23:16:45,552] INFO [not_change_db_assert caseAssert.py 63] 测试结果为Pass
[2022-02-13 23:16:45,596] INFO [tearDownClass testcase_07_selectOrder.py 18] selectOrder接口用例页结束
